date, pm25
2021/9/23, 60
2021/9/24, 49
2021/9/25, 64
2021/9/26, 54
2021/9/27, 49
2021/9/28, 47
2021/9/29, 60
2021/9/30, 56
2021/10/1, 55
2021/4/2, 56
2021/4/3, 53
2021/4/4, 45
2021/4/5, 43
2021/4/6, 41
2021/4/7, 38
2021/4/8, 51
2021/4/9, 54
2021/4/10, 50
2021/4/11, 43
2021/4/12, 39
2021/4/13, 46
2021/4/14, 43
2021/4/15, 54
2021/4/16, 65
2021/4/17, 52
2021/4/18, 56
2021/4/19, 47
2021/4/20, 52
2021/4/21, 54
2021/4/22, 58
2021/4/23, 66
2021/4/24, 73
2021/4/25, 52
2021/4/26, 64
2021/4/27, 67
2021/4/28, 76
2021/4/29, 60
2021/4/30, 42
2021/5/1, 49
2021/5/2, 52
2021/5/3, 39
2021/5/4, 34
2021/5/5, 36
2021/5/6, 48
2021/5/7, 59
2021/5/8, 55
2021/5/9, 49
2021/5/10, 37
2021/5/11, 46
2021/5/12, 46
2021/5/13, 39
2021/5/14, 40
2021/5/15, 50
2021/5/16, 50
2021/5/17, 42
2021/5/18, 32
2021/5/20, 60
2021/5/21, 53
2021/5/22, 55
2021/5/23, 60
2021/5/24, 49
2021/5/25, 48
2021/5/26, 37
2021/5/27, 37
2021/5/28, 55
2021/5/29, 58
2021/5/30, 51
2021/5/31, 54
2021/6/1, 49
2021/6/2, 46
2021/6/3, 40
2021/6/4, 44
2021/6/5, 52
2021/6/6, 51
2021/6/7, 38
2021/6/8, 37
2021/6/9, 54
2021/6/10, 47
2021/6/11, 50
2021/6/12, 63
2021/6/13, 55
2021/6/14, 59
2021/6/15, 51
2021/6/16, 48
2021/6/17, 54
2021/6/18, 56
2021/6/19, 48
2021/6/20, 35
2021/6/21, 39
2021/6/22, 24
2021/6/23, 43
2021/6/24, 61
2021/6/25, 48
2021/6/26, 56
2021/6/27, 53
2021/6/28, 56
2021/6/29, 44
2021/6/30, 42
2021/7/1, 48
2021/1/5, 42
2021/1/6, 51
2021/1/7, 54
2021/1/8, 54
2021/1/9, 60
2021/1/10, 50
2021/1/11, 41
2021/1/12, 29
2021/1/13, 36
2021/1/14, 49
2021/1/15, 56
2021/1/16, 60
2021/1/17, 55
2021/1/18, 54
2021/1/19, 55
2021/1/20, 57
2021/1/21, 60
2021/1/22, 69
2021/1/23, 75
2021/1/24, 69
2021/1/25, 56
2021/1/26, 54
2021/1/27, 56
2021/1/28, 60
2021/1/29, 65
2021/1/30, 67
2021/1/31, 70
2021/2/1, 64
2021/2/2, 57
2021/2/3, 56
2021/2/7, 58
2021/2/8, 56
2021/2/9, 59
2021/2/10, 57
2021/2/11, 56
2021/2/12, 66
2021/2/13, 63
2021/2/14, 63
2021/2/15, 67
2021/2/16, 65
2021/2/17, 65
2021/2/18, 65
2021/2/19, 61
2021/2/20, 53
2021/2/21, 57
2021/2/22, 53
2021/2/23, 61
2021/2/24, 72
2021/2/25, 68
2021/2/26, 68
2021/2/27, 62
2021/2/28, 55
2021/3/1, 57
2021/3/2, 55
2021/3/3, 53
2021/3/4, 78
2021/3/5, 77
2021/3/6, 77
2021/3/7, 108
2021/3/8, 106
2021/3/9, 73
2021/3/10, 63
2021/3/11, 68
2021/3/12, 56
2021/3/13, 43
2021/3/14, 59
2021/3/15, 61
2021/3/16, 64
2021/3/17, 61
2021/3/18, 69
2021/3/19, 50
2021/3/20, 46
2021/3/21, 53
2021/3/22, 51
2021/3/23, 50
2021/3/24, 43
2021/3/25, 49
2021/3/26, 65
2021/3/27, 65
2021/3/28, 56
2021/3/29, 53
2021/3/30, 58
2021/3/31, 47
2021/4/1, 54
2020/10/2, 54
2020/10/3, 54
2020/10/4, 61
2020/10/5, 56
2020/10/6, 45
2020/10/7, 53
2020/10/8, 63
2020/10/9, 62
2020/10/10, 58
2020/10/11, 52
2020/10/12, 47
2020/10/13, 55
2020/10/14, 47
2020/10/15, 52
2020/10/16, 62
2020/10/17, 63
2020/10/18, 60
2020/10/19, 59
2020/10/20, 57
2020/10/21, 49
2020/10/22, 56
2020/10/23, 58
2020/10/24, 56
2020/10/25, 59
2020/10/26, 54
